date,game,session,winning_numbers
11/14/2025,Cash4,NIGHT,8020
11/14/2025,Cash4Life,,25 03 23 30 40 60
11/14/2025,Mega Millions,,25 01 08 11 12 57
11/15/2025,Cash3,EVENING,600
11/15/2025,Cash3,MIDDAY,726
11/15/2025,Cash3,NIGHT,588
11/15/2025,Cash4,EVENING,4893
11/15/2025,Cash4,MIDDAY,8062
11/15/2025,Cash4,NIGHT,0599
11/15/2025,Cash4Life,,25 17 30 37 47 55
11/15/2025,Powerball,,25 06 07 12 47 53
11/16/2025,Cash3,EVENING,457
11/16/2025,Cash3,MIDDAY,282
11/16/2025,Cash3,NIGHT,528
11/16/2025,Cash4,EVENING,4405
11/16/2025,Cash4,MIDDAY,4086
11/16/2025,Cash4,NIGHT,8558
11/16/2025,Cash4Life,,25 10 17 21 41 54
11/17/2025,Cash3,EVENING,066
11/17/2025,Cash3,MIDDAY,877
11/17/2025,Cash3,NIGHT,258
11/17/2025,Cash4,EVENING,3540
11/17/2025,Cash4,MIDDAY,2372
11/17/2025,Cash4,NIGHT,1786
11/17/2025,Cash4Life,,25 13 16 23 31 37
11/17/2025,Powerball,,25 07 33 50 57 66
11/18/2025,Cash3,EVENING,816
11/18/2025,Cash3,MIDDAY,973
11/18/2025,Cash3,NIGHT,308
11/18/2025,Cash4,EVENING,9429
11/18/2025,Cash4,MIDDAY,7638
11/18/2025,Cash4,NIGHT,6607
11/18/2025,Cash4Life,,25 01 11 34 51 56
11/18/2025,Mega Millions,,25 05 10 23 27 30
11/19/2025,Cash3,EVENING,122
11/19/2025,Cash3,MIDDAY,629
11/19/2025,Cash3,NIGHT,449
11/19/2025,Cash4,EVENING,5728
11/19/2025,Cash4,MIDDAY,2807
11/19/2025,Cash4,NIGHT,1791
11/19/2025,Cash4Life,,25 26 40 43 44 56
11/19/2025,Powerball,,25 10 31 49 51 68
11/20/2025,Cash3,EVENING,932
11/20/2025,Cash3,MIDDAY,279
11/20/2025,Cash3,NIGHT,908
11/20/2025,Cash4,EVENING,1954
11/20/2025,Cash4,MIDDAY,7380
11/20/2025,Cash4,NIGHT,2112
11/20/2025,Cash4Life,,25 11 12 41 43 57
11/21/2025,Cash3,EVENING,837
11/21/2025,Cash3,MIDDAY,865
11/21/2025,Cash3,NIGHT,687
11/21/2025,Cash4,EVENING,5513
11/21/2025,Cash4,MIDDAY,1447
11/21/2025,Cash4,NIGHT,9642
11/21/2025,Cash4Life,,25 10 17 42 55 58
11/21/2025,Mega Millions,,25 03 04 19 31 63
11/22/2025,Cash3,EVENING,766
11/22/2025,Cash3,MIDDAY,408
11/22/2025,Cash3,NIGHT,310
11/22/2025,Cash4,EVENING,4342
11/22/2025,Cash4,MIDDAY,2027
11/22/2025,Cash4,NIGHT,6824
11/22/2025,Cash4Life,,25 06 15 16 17 32
11/22/2025,Powerball,,25 28 32 36 51 69
11/23/2025,Cash3,EVENING,594
11/23/2025,Cash3,MIDDAY,978
11/23/2025,Cash3,NIGHT,987
11/23/2025,Cash4,EVENING,8850
11/23/2025,Cash4,MIDDAY,3195
11/23/2025,Cash4,NIGHT,7640
11/23/2025,Cash4Life,,25 05 07 49 54 60
11/24/2025,Cash3,EVENING,090
11/24/2025,Cash3,MIDDAY,744
11/24/2025,Cash3,NIGHT,519
11/24/2025,Cash4,EVENING,2912
11/24/2025,Cash4,MIDDAY,0439
11/24/2025,Cash4,NIGHT,0868
11/24/2025,Cash4Life,,25 05 18 33 41 56
11/24/2025,Powerball,,25 08 16 26 30 58
11/25/2025,Cash3,EVENING,939
11/25/2025,Cash3,MIDDAY,378
11/25/2025,Cash3,NIGHT,180
11/25/2025,Cash4,EVENING,4818
11/25/2025,Cash4,MIDDAY,5139
11/25/2025,Cash4,NIGHT,6711
11/25/2025,Cash4Life,,25 12 18 32 37 60
11/25/2025,Mega Millions,,25 11 15 31 32 59
11/26/2025,Cash3,EVENING,309
11/26/2025,Cash3,MIDDAY,277
11/26/2025,Cash3,NIGHT,204
11/26/2025,Cash4,EVENING,5084
11/26/2025,Cash4,MIDDAY,9947
11/26/2025,Cash4,NIGHT,3099
11/26/2025,Cash4Life,,25 15 26 45 53 58
11/26/2025,Powerball,,25 07 08 15 19 28
11/27/2025,Cash3,EVENING,268
11/27/2025,Cash3,MIDDAY,308
11/27/2025,Cash3,NIGHT,616
11/27/2025,Cash4,EVENING,5983
11/27/2025,Cash4,MIDDAY,0868
11/27/2025,Cash4,NIGHT,9977
11/27/2025,Cash4Life,,25 04 12 47 52 58
11/28/2025,Cash3,EVENING,758
11/28/2025,Cash3,MIDDAY,435
11/28/2025,Cash3,NIGHT,346
11/28/2025,Cash4,EVENING,3156
11/28/2025,Cash4,MIDDAY,3184
11/28/2025,Cash4,NIGHT,8692
11/28/2025,Cash4Life,,25 06 09 10 51 58
11/28/2025,Mega Millions,,25 06 07 13 39 48
11/29/2025,Cash3,EVENING,470
11/29/2025,Cash3,MIDDAY,522
11/29/2025,Cash3,NIGHT,659
11/29/2025,Cash4,EVENING,2875
11/29/2025,Cash4,MIDDAY,8158
11/29/2025,Cash4,NIGHT,7688
11/29/2025,Cash4Life,,25 22 23 32 33 42
11/29/2025,Powerball,,25 19 22 30 32 59
11/30/2025,Cash3,EVENING,810
11/30/2025,Cash3,MIDDAY,511
11/30/2025,Cash3,NIGHT,389
11/30/2025,Cash4,EVENING,3725
11/30/2025,Cash4,MIDDAY,4422
11/30/2025,Cash4,NIGHT,7432
11/30/2025,Cash4Life,,25 19 25 36 40 50
12/1/2025,Cash3,EVENING,858
12/1/2025,Cash3,EVENING,8 5 8
12/1/2025,Cash3,MIDDAY,799
12/1/2025,Cash3,NIGHT,973
12/1/2025,Cash3,NIGHT,9 7 3
12/1/2025,Cash4,EVENING,5956
12/1/2025,Cash4,EVENING,5 9 5 6
12/1/2025,Cash4,MIDDAY,8630
12/1/2025,Cash4,MIDDAY,8 6 3 0
12/1/2025,Cash4,NIGHT,3340
12/1/2025,Cash4,NIGHT,3 3 4 0
12/1/2025,Cash4Life,,25 12 18 19 40 60
12/1/2025,Cash4Life,,25 12 18 19 40 60
12/1/2025,Powerball,,25 05 18 26 47 59
12/1/2025,Powerball,,25 05 18 26 47 59
12/2/2025,Cash3,EVENING,646
12/2/2025,Cash3,MIDDAY,664
12/2/2025,Cash3,NIGHT,8 7 8
12/2/2025,Cash3,NIGHT,878
12/2/2025,Cash4,NIGHT,6 1 0 4
12/2/2025,Cash4,NIGHT,6104
12/2/2025,Cash4Life,,25 01 09 23 31 49
12/2/2025,Cash4Life,,25 01 09 23 31 49
12/2/2025,Mega Millions,,25 17 25 26 53 60
12/2/2025,Mega Millions,,25 17 25 26 53 60
12/3/2025,Cash3,EVENING,047
12/3/2025,Cash3,MIDDAY,493
12/3/2025,Cash3,NIGHT,8 5 9
12/3/2025,Cash3,NIGHT,859
12/3/2025,Cash4,EVENING,6 6 7 1
12/3/2025,Cash4,EVENING,6671
12/3/2025,Cash4,MIDDAY,8 2 1 7
12/3/2025,Cash4,MIDDAY,8217
12/3/2025,Cash4,NIGHT,3 5 1 9
12/3/2025,Cash4,NIGHT,3519
12/3/2025,Cash4Life,,25 03 09 10 29 47
12/3/2025,Cash4Life,,25 03 09 10 29 47
12/3/2025,Powerball,,25 01 14 20 46 51
12/3/2025,Powerball,,25 01 14 20 46 51
12/4/2025,Cash3,EVENING,189
12/4/2025,Cash3,MIDDAY,313
12/4/2025,Cash3,NIGHT,724
12/4/2025,Cash4,EVENING,3 6 2 2
12/4/2025,Cash4,EVENING,3622
12/4/2025,Cash4,MIDDAY,9 6 6 1
12/4/2025,Cash4,MIDDAY,9661
12/4/2025,Cash4,NIGHT,9 5 2 3
12/4/2025,Cash4,NIGHT,9523
12/4/2025,Cash4Life,,25 01 14 26 28 52
12/4/2025,Cash4Life,,25 01 14 26 28 52
12/5/2025,Cash3,EVENING,041
12/5/2025,Cash3,MIDDAY,216
12/5/2025,Cash3,NIGHT,980
12/5/2025,Cash4,MIDDAY,7 6 2 3
12/5/2025,Cash4,MIDDAY,7623
12/5/2025,Cash4,NIGHT,9 4 9 8
12/5/2025,Cash4,NIGHT,9498
12/5/2025,Cash4Life,,25 34 44 50 51 58
12/5/2025,Cash4Life,,25 34 44 50 51 58
12/5/2025,Mega Millions,,25 34 38 42 44 69
12/5/2025,Mega Millions,,25 34 38 42 44 69
12/6/2025,Cash3,EVENING,168
12/6/2025,Cash3,MIDDAY,508
12/6/2025,Cash3,NIGHT,729
12/6/2025,Cash4,EVENING,2 9 2 5
12/6/2025,Cash4,EVENING,2925
12/6/2025,Cash4,MIDDAY,2 3 5 1
12/6/2025,Cash4,MIDDAY,2351
12/6/2025,Cash4Life,,25 02 06 41 48 52
12/6/2025,Powerball,,25 13 14 26 28 44
12/7/2025,Cash3,EVENING,283
12/7/2025,Cash3,MIDDAY,034
12/7/2025,Cash3,NIGHT,6 6 3
12/7/2025,Cash3,NIGHT,663
12/7/2025,Cash4,MIDDAY,6 0 1 0
12/7/2025,Cash4,MIDDAY,6010
12/7/2025,Cash4,NIGHT,7 5 5 6
12/7/2025,Cash4,NIGHT,7556
12/7/2025,Cash4Life,,25 16 25 29 35 53
12/8/2025,Cash3,EVENING,4 9 3
12/8/2025,Cash3,EVENING,493
12/8/2025,Cash3,MIDDAY,628
12/8/2025,Cash3,NIGHT,0 0 7
12/8/2025,Cash3,NIGHT,007
12/8/2025,Cash4,EVENING,8 0 5 9
12/8/2025,Cash4,EVENING,8059
12/8/2025,Cash4,MIDDAY,8 8 4 3
12/8/2025,Cash4,MIDDAY,8843
12/8/2025,Cash4,NIGHT,8 6 2 8
12/8/2025,Cash4,NIGHT,8628
12/8/2025,Cash4Life,,25 06 22 34 46 60
12/8/2025,Cash4Life,,25 06 22 34 46 60
12/8/2025,Powerball,,25 08 32 52 56 64
12/8/2025,Powerball,,25 08 32 52 56 64
12/9/2025,Cash3,EVENING,3 3 6
12/9/2025,Cash3,EVENING,336
12/9/2025,Cash3,MIDDAY,8 9 4
12/9/2025,Cash3,MIDDAY,894
12/9/2025,Cash3,NIGHT,100
12/9/2025,Cash4,EVENING,1 8 5 1
12/9/2025,Cash4,EVENING,1851
12/9/2025,Cash4,MIDDAY,6 0 7 9
12/9/2025,Cash4,MIDDAY,6079
12/9/2025,Cash4,NIGHT,0 9 5 5
12/9/2025,Cash4,NIGHT,0955
12/9/2025,Cash4Life,,25 12 24 36 54 56
12/9/2025,Cash4Life,,25 12 24 36 54 56
12/9/2025,Mega Millions,,25 19 32 41 49 66
12/10/2025,Cash3,EVENING,9 9 4
12/10/2025,Cash3,EVENING,994
12/10/2025,Cash3,MIDDAY,735
12/10/2025,Cash3,NIGHT,709
12/10/2025,Cash4,EVENING,0 3 5 6
12/10/2025,Cash4,EVENING,0356
12/10/2025,Cash4,MIDDAY,6 7 4 3
12/10/2025,Cash4,MIDDAY,6743
12/10/2025,Cash4,NIGHT,0 2 6 9
12/10/2025,Cash4,NIGHT,0269
12/10/2025,Cash4Life,,25 10 32 34 45 56
12/10/2025,Cash4Life,,25 10 32 34 45 56
12/10/2025,Powerball,,25 10 16 29 33 69
12/10/2025,Powerball,,25 10 16 29 33 69
12/11/2025,Cash3,EVENING,478
12/11/2025,Cash3,MIDDAY,158
12/11/2025,Cash3,NIGHT,6 3 5
12/11/2025,Cash3,NIGHT,635
12/11/2025,Cash4,EVENING,7 9 0 8
12/11/2025,Cash4,EVENING,7908
12/11/2025,Cash4,MIDDAY,7 5 5 4
12/11/2025,Cash4,MIDDAY,7554
12/11/2025,Cash4,NIGHT,3 8 7 9
12/11/2025,Cash4,NIGHT,3879
12/11/2025,Cash4Life,,25 01 04 10 13 37
12/11/2025,Cash4Life,,25 01 04 10 13 37
12/12/2025,Cash3,EVENING,284
12/12/2025,Cash3,MIDDAY,479
12/12/2025,Cash3,NIGHT,8 5 8
12/12/2025,Cash3,NIGHT,858
12/12/2025,Cash4,EVENING,2 7 9 6
12/12/2025,Cash4,EVENING,2796
12/12/2025,Cash4,MIDDAY,8 0 6 3
12/12/2025,Cash4,MIDDAY,8063
12/12/2025,Cash4,NIGHT,4 3 4 2
12/12/2025,Cash4,NIGHT,4342
12/12/2025,Cash4Life,,25 10 44 48 49 53
12/12/2025,Cash4Life,,25 10 44 48 49 53
12/12/2025,Mega Millions,,25 10 50 55 58 59
12/13/2025,Cash3,EVENING,6 8 8
12/13/2025,Cash3,EVENING,688
12/13/2025,Cash3,MIDDAY,037
12/13/2025,Cash3,NIGHT,722
12/13/2025,Cash4,EVENING,0 9 2 9
12/13/2025,Cash4,EVENING,0929
12/13/2025,Cash4,NIGHT,3 4 7 1
12/13/2025,Cash4,NIGHT,3471
12/13/2025,Cash4Life,,25 03 09 10 17 37
12/13/2025,Cash4Life,,25 03 09 10 17 37
12/13/2025,Powerball,,25 01 28 31 57 58
12/13/2025,Powerball,,25 01 28 31 57 58
12/14/2025,Cash3,EVENING,5 8 9
12/14/2025,Cash3,EVENING,589
12/14/2025,Cash3,MIDDAY,3 9 7
12/14/2025,Cash3,MIDDAY,397
12/14/2025,Cash3,NIGHT,7 0 5
12/14/2025,Cash3,NIGHT,705
12/14/2025,Cash4,EVENING,1 4 8 9
12/14/2025,Cash4,EVENING,1489
12/14/2025,Cash4,MIDDAY,5 3 1 6
12/14/2025,Cash4,MIDDAY,5316
12/14/2025,Cash4,NIGHT,5 7 2 9
12/14/2025,Cash4,NIGHT,5729
12/14/2025,Cash4Life,,25 14 15 16 23 60
12/14/2025,Cash4Life,,25 14 15 16 23 60
12/15/2025,Cash3,EVENING,169
12/15/2025,Cash3,MIDDAY,932
12/15/2025,Cash3,NIGHT,679
12/15/2025,Cash4,EVENING,2 7 6 1
12/15/2025,Cash4,EVENING,2761
12/15/2025,Cash4,MIDDAY,0 4 3 5
12/15/2025,Cash4,MIDDAY,0435
12/15/2025,Cash4,NIGHT,2 2 2 3
12/15/2025,Cash4,NIGHT,2223
12/15/2025,Cash4Life,,25 08 10 13 39 60
12/15/2025,Cash4Life,,25 08 10 13 39 60
12/15/2025,Powerball,,25 23 35 59 63 68
12/16/2025,Cash3,EVENING,881
12/16/2025,Cash3,MIDDAY,3 8 7
12/16/2025,Cash3,MIDDAY,387
12/16/2025,Cash3,NIGHT,3 7 8
12/16/2025,Cash3,NIGHT,378
12/16/2025,Cash4,EVENING,0 4 6 1
12/16/2025,Cash4,EVENING,0461
12/16/2025,Cash4,MIDDAY,1 6 3 8
12/16/2025,Cash4,MIDDAY,1638
12/16/2025,Cash4,NIGHT,9 3 5 5
12/16/2025,Cash4,NIGHT,9355
12/16/2025,Cash4Life,,25 04 05 33 47 54
12/16/2025,Cash4Life,,25 04 05 33 47 54
12/16/2025,Mega Millions,,25 20 24 46 59 65
12/17/2025,Cash3,EVENING,065
12/17/2025,Cash3,MIDDAY,5 6 9
12/17/2025,Cash3,MIDDAY,569
12/17/2025,Cash3,NIGHT,224
12/17/2025,Cash4,EVENING,7 8 3 0
12/17/2025,Cash4,EVENING,7830
12/17/2025,Cash4,MIDDAY,7 8 5 9
12/17/2025,Cash4,MIDDAY,7859
12/17/2025,Cash4,NIGHT,9 1 9 3
12/17/2025,Cash4,NIGHT,9193
12/17/2025,Cash4Life,,25 03 32 33 36 59
12/17/2025,Powerball,,25 25 33 53 62 66
12/18/2025,Cash3,EVENING,552
12/18/2025,Cash3,MIDDAY,307
12/18/2025,Cash3,NIGHT,3 3 5
12/18/2025,Cash3,NIGHT,335
12/18/2025,Cash4,EVENING,9 7 4 2
12/18/2025,Cash4,EVENING,9742
12/18/2025,Cash4,NIGHT,4 3 2 6
12/18/2025,Cash4,NIGHT,4326
12/18/2025,Cash4Life,,25 20 26 46 57 60
12/18/2025,Cash4Life,,25 20 26 46 57 60
12/19/2025,Cash3,EVENING,824
12/19/2025,Cash3,MIDDAY,704
12/19/2025,Cash3,NIGHT,537
12/19/2025,Cash4,EVENING,5 4 8 3
12/19/2025,Cash4,EVENING,5483
12/19/2025,Cash4,MIDDAY,6 0 4 4
12/19/2025,Cash4,MIDDAY,6044
12/19/2025,Cash4,NIGHT,2 6 4 3
12/19/2025,Cash4,NIGHT,2643
12/19/2025,Cash4Life,,25 06 31 34 37 41
12/19/2025,Cash4Life,,25 06 31 34 37 41
12/19/2025,Mega Millions,,25 01 11 27 39 59
12/19/2025,Mega Millions,,25 01 11 27 39 59
12/20/2025,Cash3,EVENING,9 9 4
12/20/2025,Cash3,EVENING,994
12/20/2025,Cash3,MIDDAY,689
12/20/2025,Cash3,NIGHT,952
12/20/2025,Cash4,EVENING,9 1 2 2
12/20/2025,Cash4,EVENING,9122
12/20/2025,Cash4,MIDDAY,4 1 1 8
12/20/2025,Cash4,MIDDAY,4118
12/20/2025,Cash4,NIGHT,9 7 2 5
12/20/2025,Cash4,NIGHT,9725
12/20/2025,Cash4Life,,25 14 24 26 42 45
12/20/2025,Cash4Life,,25 14 24 26 42 45
12/20/2025,Powerball,,25 04 05 28 52 69
12/20/2025,Powerball,,25 04 05 28 52 69
12/21/2025,Cash3,EVENING,762
12/21/2025,Cash3,MIDDAY,899
12/21/2025,Cash3,NIGHT,9 7 9
12/21/2025,Cash3,NIGHT,979
12/21/2025,Cash4,EVENING,8 3 1 2
12/21/2025,Cash4,EVENING,8312
12/21/2025,Cash4,MIDDAY,6 3 7 2
12/21/2025,Cash4,MIDDAY,6372
12/21/2025,Cash4,NIGHT,0 8 0 0
12/21/2025,Cash4,NIGHT,0800
12/21/2025,Cash4Life,,25 15 25 30 40 55
12/21/2025,Cash4Life,,25 15 25 30 40 55
12/22/2025,Cash3,EVENING,018
12/22/2025,Cash3,MIDDAY,587
12/22/2025,Cash3,NIGHT,9 6 5
12/22/2025,Cash3,NIGHT,965
12/22/2025,Cash4,EVENING,8 7 0 8
12/22/2025,Cash4,EVENING,8708
12/22/2025,Cash4,MIDDAY,8 8 6 4
12/22/2025,Cash4,MIDDAY,8864
12/22/2025,Cash4,NIGHT,5 3 8 9
12/22/2025,Cash4,NIGHT,5389
12/22/2025,Cash4Life,,25 07 12 22 25 27
12/22/2025,Cash4Life,,25 07 12 22 25 27
12/22/2025,Powerball,,25 03 18 36 41 54
12/22/2025,Powerball,,25 03 18 36 41 54
12/23/2025,Cash3,EVENING,834
12/23/2025,Cash3,MIDDAY,241
12/23/2025,Cash3,NIGHT,926
12/23/2025,Cash4,MIDDAY,3 9 0 9
12/23/2025,Cash4,MIDDAY,3909
12/23/2025,Cash4,NIGHT,7 9 2 9
12/23/2025,Cash4,NIGHT,7929
12/23/2025,Cash4Life,,25 05 06 09 21 45
12/23/2025,Cash4Life,,25 05 06 09 21 45
12/23/2025,Mega Millions,,25 15 37 38 41 64
12/23/2025,Mega Millions,,25 15 37 38 41 64
12/24/2025,Cash3,EVENING,761
12/24/2025,Cash3,MIDDAY,022
12/24/2025,Cash3,NIGHT,309
12/24/2025,Cash4,EVENING,7 3 6 9
12/24/2025,Cash4,EVENING,7369
12/24/2025,Cash4,NIGHT,4 5 6 3
12/24/2025,Cash4,NIGHT,4563
12/24/2025,Cash4Life,,25 04 17 18 21 60
12/24/2025,Cash4Life,,25 04 17 18 21 60
12/24/2025,Powerball,,25 04 25 31 52 59
12/24/2025,Powerball,,25 04 25 31 52 59
12/25/2025,Cash3,EVENING,015
12/25/2025,Cash3,MIDDAY,973
12/25/2025,Cash3,NIGHT,177
12/25/2025,Cash4,EVENING,9 8 2 5
12/25/2025,Cash4,EVENING,9825
12/25/2025,Cash4,MIDDAY,6 1 6 3
12/25/2025,Cash4,MIDDAY,6163
12/25/2025,Cash4,NIGHT,3 2 8 3
12/25/2025,Cash4,NIGHT,3283
12/25/2025,Cash4Life,,25 03 05 16 31 59
12/25/2025,Cash4Life,,25 03 05 16 31 59
12/26/2025,Cash3,EVENING,8 4 9
12/26/2025,Cash3,EVENING,849
12/26/2025,Cash3,MIDDAY,557
12/26/2025,Cash3,NIGHT,434
12/26/2025,Cash4,EVENING,3 9 9 3
12/26/2025,Cash4,EVENING,3993
12/26/2025,Cash4,MIDDAY,5 8 8 1
12/26/2025,Cash4,MIDDAY,5881
12/26/2025,Cash4,NIGHT,6 3 7 5
12/26/2025,Cash4,NIGHT,6375
12/26/2025,Cash4Life,,25 02 04 10 13 28
12/26/2025,Cash4Life,,25 02 04 10 13 28
12/26/2025,Mega Millions,,25 09 19 31 63 64
12/26/2025,Mega Millions,,25 09 19 31 63 64
12/27/2025,Cash3,EVENING,886
12/27/2025,Cash3,MIDDAY,8 9 6
12/27/2025,Cash3,MIDDAY,896
12/27/2025,Cash3,NIGHT,281
12/27/2025,Cash4,EVENING,8 1 4 5
12/27/2025,Cash4,EVENING,8145
12/27/2025,Cash4,MIDDAY,7 7 8 7
12/27/2025,Cash4,MIDDAY,7787
12/27/2025,Cash4Life,,25 10 12 21 22 35
12/27/2025,Cash4Life,,25 10 12 21 22 35
12/27/2025,Powerball,,25 05 20 34 39 62
12/27/2025,Powerball,,25 05 20 34 39 62
12/28/2025,Cash3,EVENING,722
12/28/2025,Cash3,MIDDAY,3 3 6
12/28/2025,Cash3,MIDDAY,336
12/28/2025,Cash3,NIGHT,227
12/28/2025,Cash4,MIDDAY,2 0 5 5
12/28/2025,Cash4,MIDDAY,2055
12/28/2025,Cash4,NIGHT,9 1 0 3
12/28/2025,Cash4,NIGHT,9103
12/28/2025,Cash4Life,,25 09 15 24 34 53
12/28/2025,Cash4Life,,25 09 15 24 34 53
12/29/2025,Cash3,EVENING,061
12/29/2025,Cash3,MIDDAY,9 6 5
12/29/2025,Cash3,MIDDAY,965
12/29/2025,Cash3,NIGHT,175
12/29/2025,Cash4,EVENING,8 7 1 1
12/29/2025,Cash4,EVENING,8711
12/29/2025,Cash4,MIDDAY,6 9 4 6
12/29/2025,Cash4,MIDDAY,6946
12/29/2025,Cash4,NIGHT,6 6 6 0
12/29/2025,Cash4,NIGHT,6660
12/29/2025,Cash4Life,,25 06 13 28 31 52
12/29/2025,Cash4Life,,25 06 13 28 31 52
12/29/2025,Powerball,,25 11 19 34 48 53
12/29/2025,Powerball,,25 11 19 34 48 53
12/30/2025,Cash3,EVENING,7 8 8
12/30/2025,Cash3,EVENING,788
12/30/2025,Cash3,MIDDAY,014
12/30/2025,Cash3,NIGHT,526
12/30/2025,Cash4,EVENING,7 6 1 2
12/30/2025,Cash4,EVENING,7612
12/30/2025,Cash4,MIDDAY,8 9 3 9
12/30/2025,Cash4,MIDDAY,8939
12/30/2025,Cash4,NIGHT,1 9 4 5
12/30/2025,Cash4,NIGHT,1945
12/30/2025,Cash4Life,,25 03 07 25 38 42
12/30/2025,Cash4Life,,25 03 07 25 38 42
12/30/2025,Mega Millions,,25 18 43 49 63 69
12/30/2025,Mega Millions,,25 18 43 49 63 69
12/31/2025,Cash3,EVENING,050
12/31/2025,Cash3,MIDDAY,776
12/31/2025,Cash3,NIGHT,382
12/31/2025,Cash4,EVENING,6 8 9 2
12/31/2025,Cash4,EVENING,6892
12/31/2025,Cash4,MIDDAY,3 7 0 6
12/31/2025,Cash4,MIDDAY,3706
12/31/2025,Cash4,NIGHT,7 5 9 9
12/31/2025,Cash4,NIGHT,7599
12/31/2025,Cash4Life,,25 07 10 21 35 49
12/31/2025,Cash4Life,,25 07 10 21 35 49
12/31/2025,Powerball,,25 11 18 21 24 38
12/31/2025,Powerball,,25 11 18 21 24 38
