date,game,session,winning_numbers,bonus_ball,powerball,megaball,cash_ball
2021-03-14,Cash4Life,,05 09 16 53 57,,,,1.0
2021-03-15,Cash4Life,,04 12 37 46 60,,,,4.0
2021-03-16,Cash4Life,,21 44 45 53 58,,,,3.0
2021-03-17,Cash4Life,,03 26 27 34 36,,,,2.0
2021-03-18,Cash4Life,,09 21 22 37 59,,,,1.0
2021-03-19,Cash4Life,,09 14 40 58 69,,,,8.0
2021-03-20,Cash4Life,,01 06 22 42 61,,,,4.0
2021-03-21,Cash4Life,,02 16 41 55 58,,,,2.0
2021-03-22,Cash4Life,,09 26 31 47 58,,,,2.0
2021-03-23,Cash4Life,,04 06 12 20 51,,,,4.0
2021-03-24,Cash4Life,,13 14 15 16 41,,,,2.0
2021-03-25,Cash4Life,,01 03 13 28 49,,,,3.0
2021-03-26,Cash4Life,,05 12 24 42 59,,,,3.0
2021-03-27,Cash4Life,,06 14 38 39 65,,,,6.0
2021-03-28,Cash4Life,,02 03 07 19 49,,,,1.0
2021-03-29,Cash4Life,,05 28 35 39 60,,,,1.0
2021-03-30,Cash4Life,,11 37 47 53 56,,,,15.0
2021-03-31,Cash4Life,,02 27 35 46 55,,,,2.0
2021-04-01,Cash4Life,,19 36 41 46 55,,,,1.0
2021-04-02,Cash4Life,,10 42 48 53 62,,,,19.0
2021-04-03,Cash4Life,,02 05 24 44 57,,,,2.0
2021-04-04,Cash4Life,,11 17 18 26 54,,,,1.0
2021-04-05,Cash4Life,,19 21 26 39 52,,,,3.0
2021-04-06,Cash4Life,,01 19 20 32 42,,,,17.0
2021-04-07,Cash4Life,,31 33 39 48 50,,,,4.0
2021-04-08,Cash4Life,,09 16 42 54 58,,,,2.0
2021-04-09,Cash4Life,,04 09 35 40 57,,,,1.0
2021-04-10,Cash4Life,,29 30 35 51 55,,,,4.0
2021-04-11,Cash4Life,,01 08 19 39 50,,,,1.0
2021-04-12,Cash4Life,,04 23 26 37 56,,,,3.0
2021-04-13,Cash4Life,,10 15 19 45 68,,,,9.0
2021-04-14,Cash4Life,,02 12 25 56 57,,,,2.0
2021-04-15,Cash4Life,,18 24 44 46 49,,,,4.0
2021-04-16,Cash4Life,,04 11 22 33 36,,,,3.0
2021-04-17,Cash4Life,,15 18 46 48 50,,,,1.0
2021-04-18,Cash4Life,,16 41 46 52 57,,,,3.0
2021-04-19,Cash4Life,,01 06 14 18 33,,,,1.0
2021-04-20,Cash4Life,,06 23 43 49 52,,,,5.0
2021-04-21,Cash4Life,,12 14 22 23 32,,,,1.0
2021-04-22,Cash4Life,,04 08 13 40 59,,,,1.0
2021-04-23,Cash4Life,,13 19 22 35 50,,,,4.0
2021-04-24,Cash4Life,,13 14 35 38 40,,,,2.0
2021-04-25,Cash4Life,,06 10 21 44 50,,,,1.0
2021-04-26,Cash4Life,,07 16 30 34 46,,,,4.0
2021-04-27,Cash4Life,,15 22 30 41 42,,,,25.0
2021-04-28,Cash4Life,,04 22 24 52 59,,,,4.0
2021-04-29,Cash4Life,,04 29 40 41 47,,,,1.0
2021-04-30,Cash4Life,,09 10 32 52 60,,,,1.0
2021-05-01,Cash4Life,,35 36 47 61 63,,,,3.0
2021-05-02,Cash4Life,,24 30 50 52 55,,,,4.0
2021-05-03,Cash4Life,,13 18 27 28 60,,,,2.0
2021-05-04,Cash4Life,,04 27 32 57 63,,,,22.0
2021-05-05,Cash4Life,,16 23 28 40 63,,,,1.0
2021-05-06,Cash4Life,,06 09 16 20 25,,,,4.0
2021-05-07,Cash4Life,,14 20 21 30 47,,,,2.0
2021-05-08,Cash4Life,,12 17 20 21 26,,,,8.0
2021-05-09,Cash4Life,,04 14 33 35 37,,,,3.0
2021-05-10,Cash4Life,,37 42 44 45 52,,,,4.0
2021-05-11,Cash4Life,,06 21 25 56 57,,,,2.0
2021-05-12,Cash4Life,,32 40 41 54 56,,,,2.0
2021-05-13,Cash4Life,,09 33 37 47 55,,,,3.0
2021-05-14,Cash4Life,,03 05 26 35 60,,,,1.0
2021-05-15,Cash4Life,,08 15 24 41 49,,,,3.0
2021-05-16,Cash4Life,,02 05 08 37 41,,,,3.0
2021-05-17,Cash4Life,,31 43 44 46 58,,,,1.0
2021-05-18,Cash4Life,,03 05 56 61 66,,,,4.0
2021-05-19,Cash4Life,,05 07 24 29 31,,,,2.0
2021-05-20,Cash4Life,,01 21 23 50 55,,,,4.0
2021-05-21,Cash4Life,,06 09 17 18 48,,,,8.0
2021-05-22,Cash4Life,,10 18 22 38 54,,,,2.0
2021-05-23,Cash4Life,,08 24 31 39 44,,,,2.0
2021-05-24,Cash4Life,,08 15 19 39 55,,,,2.0
2021-05-25,Cash4Life,,01 16 28 38 41,,,,4.0
2021-05-26,Cash4Life,,02 08 21 34 62,,,,16.0
2021-05-27,Cash4Life,,05 14 21 38 42,,,,3.0
2021-05-28,Cash4Life,,10 14 20 47 70,,,,15.0
2021-05-29,Cash4Life,,06 27 44 51 52,,,,1.0
2021-05-30,Cash4Life,,09 12 34 40 43,,,,2.0
2021-05-31,Cash4Life,,19 22 43 46 54,,,,4.0
2021-06-01,Cash4Life,,07 11 33 58 63,,,,23.0
2021-06-02,Cash4Life,,40 44 46 51 54,,,,3.0
2021-06-03,Cash4Life,,05 07 14 29 40,,,,2.0
2021-06-04,Cash4Life,,06 30 33 49 52,,,,4.0
2021-06-05,Cash4Life,,44 52 54 64 69,,,,26.0
2021-06-06,Cash4Life,,16 25 34 47 51,,,,4.0
2021-06-07,Cash4Life,,06 14 25 28 33,,,,1.0
2021-06-08,Cash4Life,,04 07 09 10 41,,,,4.0
2021-06-09,Cash4Life,,19 21 29 52 56,,,,2.0
2021-06-10,Cash4Life,,13 19 22 36 55,,,,1.0
2021-06-11,Cash4Life,,08 24 47 48 56,,,,2.0
2021-06-12,Cash4Life,,08 25 34 38 41,,,,10.0
2021-06-13,Cash4Life,,02 08 24 26 43,,,,3.0
2021-06-14,Cash4Life,,18 20 45 57 60,,,,4.0
2021-06-15,Cash4Life,,18 22 27 38 52,,,,11.0
2021-06-16,Cash4Life,,19 29 34 44 50,,,,25.0
2021-06-17,Cash4Life,,03 18 23 50 53,,,,4.0
2021-06-18,Cash4Life,,14 36 44 46 53,,,,18.0
2021-06-19,Cash4Life,,09 12 13 39 54,,,,1.0
2021-06-20,Cash4Life,,21 39 41 45 58,,,,2.0
2021-06-21,Cash4Life,,26 29 41 57 60,,,,4.0
2021-06-22,Cash4Life,,05 07 17 19 33,,,,2.0
2021-06-23,Cash4Life,,13 20 40 51 63,,,,1.0
2021-06-24,Cash4Life,,13 39 41 48 50,,,,4.0
2021-06-25,Cash4Life,,09 28 44 46 53,,,,3.0
2021-06-26,Cash4Life,,03 13 33 41 48,,,,2.0
2021-06-27,Cash4Life,,06 35 36 38 39,,,,4.0
2021-06-28,Cash4Life,,10 19 38 52 60,,,,2.0
2021-06-29,Cash4Life,,07 38 50 52 69,,,,21.0
2021-06-30,Cash4Life,,01 27 29 41 44,,,,4.0
2021-07-01,Cash4Life,,05 32 45 46 54,,,,3.0
2021-07-02,Cash4Life,,01 09 12 13 20,,,,1.0
2021-07-03,Cash4Life,,05 14 28 39 40,,,,2.0
2021-07-04,Cash4Life,,01 03 06 25 48,,,,4.0
2021-07-05,Cash4Life,,03 10 21 28 51,,,,4.0
2021-07-06,Cash4Life,,18 25 30 41 49,,,,2.0
2021-07-07,Cash4Life,,08 21 30 49 57,,,,8.0
2021-07-08,Cash4Life,,01 08 15 21 48,,,,2.0
2021-07-09,Cash4Life,,18 29 40 42 56,,,,2.0
2021-07-10,Cash4Life,,01 05 29 54 62,,,,3.0
2021-07-11,Cash4Life,,12 16 40 54 60,,,,2.0
2021-07-12,Cash4Life,,12 16 54 56 58,,,,2.0
2021-07-13,Cash4Life,,03 10 17 26 55,,,,24.0
2021-07-14,Cash4Life,,33 46 52 59 62,,,,10.0
2021-07-15,Cash4Life,,11 21 39 40 60,,,,1.0
2021-07-16,Cash4Life,,24 25 47 52 57,,,,24.0
2021-07-17,Cash4Life,,15 22 38 54 66,,,,3.0
2021-07-18,Cash4Life,,01 31 40 49 55,,,,3.0
2021-07-19,Cash4Life,,08 15 16 23 41,,,,2.0
2021-07-20,Cash4Life,Eve,7 20 7 14 10,2.0,,,
2021-07-21,Cash4Life,,11 28 45 47 52,,,,3.0
2021-07-22,Cash4Life,,36 50 51 52 55,,,,1.0
2021-07-23,Cash4Life,,03 29 37 42 46,,,,2.0
2021-07-24,Cash4Life,,01 04 11 59 67,,,,10.0
2021-07-25,Cash4Life,,16 34 39 42 51,,,,1.0
2021-07-26,Cash4Life,,09 16 25 27 32,,,,1.0
2021-07-27,Cash4Life,,12 20 22 55 59,,,,3.0
2021-07-28,Cash4Life,,08 11 12 13 23,,,,1.0
2021-07-29,Cash4Life,,04 18 26 34 42,,,,2.0
2021-07-30,Cash4Life,,02 12 15 33 46,,,,1.0
2021-07-31,Cash4Life,,01 21 22 34 47,,,,4.0
2021-08-01,Cash4Life,,11 30 33 47 60,,,,1.0
2021-08-02,Cash4Life,,18 46 48 50 54,,,,4.0
2021-08-03,Cash4Life,,25 42 48 49 53,,,,4.0
2021-08-04,Cash4Life,,05 21 32 36 58,,,,14.0
2021-08-05,Cash4Life,,04 10 11 34 59,,,,4.0
2021-08-06,Cash4Life,,09 18 40 46 69,,,,9.0
2021-08-07,Cash4Life,,07 24 36 54 60,,,,23.0
2021-08-08,Cash4Life,,06 23 31 44 48,,,,2.0
2021-08-09,Cash4Life,,03 06 29 32 35,,,,1.0
2021-08-10,Cash4Life,,29 45 50 59 62,,,,12.0
2021-08-11,Cash4Life,,05 10 13 43 52,,,,1.0
2021-08-12,Cash4Life,,09 10 15 28 46,,,,3.0
2021-08-13,Cash4Life,,10 27 41 51 58,,,,1.0
2021-08-14,Cash4Life,,06 21 49 65 67,,,,18.0
2021-08-15,Cash4Life,,06 09 16 47 54,,,,4.0
2021-08-16,Cash4Life,,12 13 32 36 53,,,,2.0
2021-08-17,Cash4Life,,09 14 15 36 54,,,,4.0
2021-08-18,Cash4Life,,22 39 45 51 53,,,,3.0
2021-08-19,Cash4Life,,03 28 33 43 51,,,,3.0
2021-08-20,Cash4Life,,41 43 51 57 70,,,,1.0
2021-08-21,Cash4Life,,21 38 48 54 56,,,,2.0
2021-08-22,Cash4Life,,20 27 31 37 39,,,,3.0
2021-08-23,Cash4Life,,03 26 27 38 51,,,,1.0
2021-08-24,Cash4Life,,17 18 26 52 67,,,,19.0
2021-08-25,Cash4Life,,03 27 28 37 59,,,,4.0
2021-08-26,Cash4Life,,01 04 11 46 52,,,,2.0
2021-08-27,Cash4Life,,01 10 44 47 56,,,,23.0
2021-08-28,Cash4Life,,01 18 28 32 36,,,,3.0
2021-08-29,Cash4Life,,01 05 26 40 59,,,,4.0
2021-08-30,Cash4Life,,03 15 45 51 61,,,,8.0
2021-08-31,Cash4Life,,05 08 13 15 32,,,,3.0
2021-09-01,Cash4Life,,10 20 29 48 51,,,,17.0
2021-09-02,Cash4Life,,10 13 26 34 55,,,,2.0
2021-09-03,Cash4Life,,07 10 12 61 65,,,,3.0
2021-09-04,Cash4Life,,10 22 33 38 54,,,,4.0
2021-09-05,Cash4Life,,06 22 33 36 56,,,,1.0
2021-09-06,Cash4Life,,11 31 39 42 46,,,,3.0
2021-09-07,Cash4Life,,06 12 30 34 58,,,,2.0
2021-09-08,Cash4Life,,09 22 41 47 61,,,,21.0
2021-09-09,Cash4Life,,03 23 30 55 58,,,,1.0
2021-09-10,Cash4Life,,09 12 15 28 58,,,,1.0
2021-09-11,Cash4Life,,12 18 31 39 60,,,,1.0
2021-09-12,Cash4Life,,01 02 13 44 51,,,,1.0
2021-09-13,Cash4Life,,37 40 50 61 63,,,,21.0
2021-09-14,Cash4Life,,04 13 19 63 64,,,,16.0
2021-09-15,Cash4Life,,01 04 18 46 62,,,,25.0
2021-09-16,Cash4Life,,31 39 49 55 59,,,,2.0
2021-09-17,Cash4Life,,17 32 40 59 61,,,,18.0
2021-09-18,Cash4Life,,05 36 39 45 57,,,,11.0
2021-09-19,Cash4Life,,02 24 26 35 43,,,,4.0
2021-09-20,Cash4Life,,24 26 29 43 52,,,,2.0
2021-09-21,Cash4Life,,04 10 22 38 46,,,,4.0
2021-09-22,Cash4Life,,20 30 47 50 55,,,,4.0
2021-09-23,Cash4Life,,18 27 29 55 58,,,,1.0
2021-09-24,Cash4Life,,15 18 23 36 44,,,,2.0
2021-09-25,Cash4Life,,22 23 37 62 63,,,,19.0
2021-09-26,Cash4Life,,08 09 16 33 37,,,,4.0
2021-09-27,Cash4Life,,21 22 39 44 60,,,,12.0
2021-09-28,Cash4Life,,18 30 43 68 69,,,,22.0
2021-09-29,Cash4Life,,17 20 22 32 56,,,,3.0
2021-09-30,Cash4Life,,15 18 20 21 52,,,,4.0
2021-10-01,Cash4Life,,04 20 39 40 60,,,,3.0
2021-10-02,Cash4Life,,02 14 17 26 55,,,,1.0
2021-10-03,Cash4Life,,18 24 50 52 59,,,,1.0
2021-10-04,Cash4Life,,12 22 54 66 69,,,,15.0
2021-10-05,Cash4Life,,07 11 18 30 36,,,,4.0
2021-10-06,Cash4Life,,02 10 14 28 31,,,,3.0
2021-10-07,Cash4Life,,06 10 21 38 48,,,,2.0
2021-10-08,Cash4Life,,16 26 38 42 56,,,,2.0
2021-10-09,Cash4Life,,09 12 28 48 57,,,,1.0
2021-10-10,Cash4Life,,22 23 40 46 55,,,,4.0
2021-10-11,Cash4Life,,01 08 17 38 47,,,,3.0
2021-10-12,Cash4Life,,09 20 22 53 57,,,,1.0
2021-10-13,Cash4Life,,08 10 14 15 35,,,,1.0
2021-10-14,Cash4Life,,07 08 34 55 56,,,,3.0
2021-10-15,Cash4Life,,03 20 31 34 65,,,,18.0
2021-10-16,Cash4Life,,04 25 26 44 58,,,,4.0
2021-10-17,Cash4Life,,14 19 25 27 39,,,,2.0
2021-10-18,Cash4Life,,07 13 34 38 59,,,,4.0
2021-10-19,Cash4Life,,09 32 34 35 52,,,,2.0
2021-10-20,Cash4Life,,03 05 28 33 42,,,,4.0
2021-10-21,Cash4Life,,07 20 35 52 60,,,,2.0
2021-10-22,Cash4Life,,16 46 51 52 54,,,,2.0
2021-10-23,Cash4Life,,08 24 32 34 46,,,,3.0
2021-10-24,Cash4Life,,09 13 30 36 40,,,,4.0
2021-10-25,Cash4Life,,10 27 29 44 58,,,,24.0
2021-10-26,Cash4Life,,03 05 23 37 46,,,,4.0
2021-10-27,Cash4Life,,19 26 54 55 60,,,,4.0
2021-10-28,Cash4Life,,06 08 09 10 42,,,,1.0
2021-10-29,Cash4Life,,29 34 39 47 54,,,,1.0
2021-10-30,Cash4Life,,05 23 28 43 56,,,,19.0
2021-10-31,Cash4Life,,31 35 48 57 58,,,,4.0
2021-11-01,Cash4Life,,09 25 34 44 45,,,,8.0
2021-11-02,Cash4Life,,15 28 33 39 50,,,,3.0
2021-11-03,Cash4Life,,10 36 45 46 60,,,,1.0
2021-11-04,Cash4Life,,07 37 47 53 55,,,,3.0
2021-11-05,Cash4Life,,08 30 31 43 51,,,,2.0
2021-11-06,Cash4Life,,34 39 44 50 53,,,,1.0
2021-11-07,Cash4Life,,09 11 27 45 58,,,,4.0
2021-11-08,Cash4Life,,21 46 47 57 62,,,,8.0
2021-11-09,Cash4Life,,09 14 16 26 49,,,,14.0
2021-11-10,Cash4Life,,19 25 43 46 48,,,,14.0
2021-11-11,Cash4Life,,05 21 31 45 47,,,,3.0
2021-11-12,Cash4Life,,30 32 42 46 48,,,,15.0
2021-11-13,Cash4Life,,07 17 31 47 51,,,,4.0
2021-11-14,Cash4Life,,06 27 37 50 57,,,,3.0
2021-11-15,Cash4Life,,05 31 34 51 53,,,,23.0
2021-11-16,Cash4Life,,06 22 44 53 65,,,,3.0
2021-11-17,Cash4Life,,03 16 48 52 60,,,,1.0
2021-11-18,Cash4Life,,18 24 31 47 60,,,,3.0
2021-11-19,Cash4Life,,05 23 52 53 59,,,,18.0
2021-11-20,Cash4Life,,09 16 23 31 58,,,,1.0
2021-11-21,Cash4Life,,04 05 06 11 48,,,,3.0
2021-11-22,Cash4Life,,07 20 29 38 67,,,,22.0
2021-11-23,Cash4Life,,25 27 30 41 56,,,,1.0
2021-11-24,Cash4Life,,03 05 11 16 55,,,,3.0
2021-11-25,Cash4Life,,24 39 40 43 46,,,,2.0
2021-11-26,Cash4Life,,07 27 37 42 59,,,,2.0
2021-11-27,Cash4Life,,04 05 08 55 56,,,,1.0
2021-11-28,Cash4Life,,02 09 18 35 41,,,,2.0
2021-11-29,Cash4Life,,18 26 28 38 47,,,,17.0
2021-11-30,Cash4Life,,11 13 44 47 51,,,,4.0
2021-12-01,Cash4Life,,12 15 38 57 63,,,,24.0
2021-12-02,Cash4Life,,40 45 47 55 58,,,,1.0
2021-12-03,Cash4Life,,22 45 48 58 61,,,,13.0
2021-12-04,Cash4Life,,08 11 25 45 48,,,,2.0
2021-12-05,Cash4Life,,14 20 31 32 34,,,,1.0
2021-12-06,Cash4Life,,19 25 42 52 55,,,,1.0
2021-12-07,Cash4Life,,01 07 40 43 68,,,,1.0
2021-12-08,Cash4Life,,16 25 45 48 55,,,,4.0
2021-12-09,Cash4Life,,17 25 34 38 49,,,,2.0
2021-12-10,Cash4Life,,23 25 40 42 60,,,,8.0
2021-12-11,Cash4Life,,03 11 17 44 53,,,,1.0
2021-12-12,Cash4Life,,01 05 13 37 38,,,,2.0
2021-12-13,Cash4Life,,10 30 37 53 59,,,,4.0
2021-12-14,Cash4Life,,33 35 44 55 69,,,,20.0
2021-12-15,Cash4Life,,19 20 40 42 59,,,,15.0
2021-12-16,Cash4Life,,12 16 34 45 57,,,,1.0
2021-12-17,Cash4Life,,21 32 38 48 62,,,,10.0
2021-12-18,Cash4Life,,02 06 24 51 61,,,,1.0
2021-12-19,Cash4Life,,07 32 34 42 51,,,,3.0
2021-12-20,Cash4Life,,02 13 23 34 66,,,,2.0
2021-12-21,Cash4Life,,03 17 30 40 45,,,,1.0
2021-12-22,Cash4Life,,02 14 16 21 59,,,,4.0
2021-12-23,Cash4Life,,14 19 30 31 43,,,,3.0
2021-12-24,Cash4Life,,12 15 32 58 60,,,,2.0
2021-12-25,Cash4Life,,08 09 16 33 38,,,,1.0
2021-12-26,Cash4Life,,18 23 27 37 52,,,,3.0
2021-12-27,Cash4Life,,36 38 45 62 64,,,,19.0
2021-12-28,Cash4Life,,03 05 08 31 38,,,,4.0
2021-12-29,Cash4Life,,02 06 09 33 39,,,,11.0
2021-12-30,Cash4Life,,06 25 43 55 56,,,,3.0
2021-12-31,Cash4Life,,08 13 34 46 60,,,,2.0
2022-01-01,Cash4Life,,06 12 39 48 50,,,,7.0
2022-01-02,Cash4Life,,08 14 19 27 28,,,,2.0
2022-01-03,Cash4Life,,02 39 42 47 50,,,,4.0
2022-01-04,Cash4Life,,05 13 19 20 29,,,,2.0
2022-01-05,Cash4Life,,06 14 25 33 46,,,,17.0
2022-01-06,Cash4Life,,01 13 15 28 52,,,,1.0
2022-01-07,Cash4Life,,22 23 45 54 55,,,,3.0
2022-01-08,Cash4Life,,20 33 34 40 59,,,,3.0
2022-01-09,Cash4Life,,20 32 33 42 52,,,,4.0
2022-01-10,Cash4Life,,01 03 29 34 39,,,,3.0
2022-01-11,Cash4Life,,04 26 46 53 58,,,,4.0
2022-01-12,Cash4Life,,12 21 22 30 33,,,,24.0
2022-01-13,Cash4Life,,22 34 38 42 50,,,,1.0
2022-01-14,Cash4Life,,15 19 29 37 58,,,,2.0
2022-01-15,Cash4Life,,06 10 30 35 60,,,,2.0
2022-01-16,Cash4Life,,19 36 42 54 59,,,,3.0
2022-01-17,Cash4Life,,01 19 36 43 53,,,,2.0
2022-01-18,Cash4Life,,04 19 39 42 52,,,,9.0
2022-01-19,Cash4Life,,11 15 43 55 61,,,,10.0
2022-01-20,Cash4Life,,05 26 38 46 58,,,,1.0
2022-01-21,Cash4Life,,05 21 24 36 46,,,,2.0
2022-01-22,Cash4Life,,06 22 29 51 52,,,,1.0
2022-01-23,Cash4Life,,02 22 26 34 48,,,,4.0
2022-01-24,Cash4Life,,12 14 24 42 53,,,,3.0
2022-01-25,Cash4Life,,14 15 19 30 38,,,,3.0
2022-01-26,Cash4Life,,04 11 38 49 69,,,,16.0
2022-01-27,Cash4Life,,19 39 43 49 51,,,,3.0
2022-01-28,Cash4Life,,03 16 25 44 55,,,,13.0
2022-01-29,Cash4Life,,02 15 38 54 65,,,,11.0
2022-01-30,Cash4Life,,13 33 46 47 49,,,,2.0
2022-01-31,Cash4Life,,01 11 24 37 54,,,,3.0
2022-02-01,Cash4Life,,20 24 30 41 53,,,,4.0
2022-02-02,Cash4Life,,17 21 22 28 44,,,,3.0
2022-02-03,Cash4Life,,11 25 28 34 37,,,,4.0
2022-02-04,Cash4Life,,07 16 34 44 61,,,,24.0
2022-02-05,Cash4Life,,05 16 27 39 61,,,,24.0
2022-02-06,Cash4Life,,02 03 14 20 26,,,,1.0
2022-02-07,Cash4Life,,18 20 22 43 59,,,,3.0
2022-02-08,Cash4Life,,01 17 20 52 54,,,,2.0
2022-02-09,Cash4Life,,09 12 24 32 40,,,,3.0
2022-02-10,Cash4Life,,03 28 36 46 53,,,,1.0
2022-02-11,Cash4Life,,19 20 25 55 57,,,,2.0
2022-02-12,Cash4Life,,20 21 25 30 41,,,,2.0
2022-02-13,Cash4Life,,06 16 31 46 50,,,,1.0
2022-02-14,Cash4Life,,18 22 29 37 40,,,,1.0
2022-02-15,Cash4Life,,14 27 36 41 53,,,,4.0
2022-02-16,Cash4Life,,02 07 14 21 25,,,,1.0
2022-02-17,Cash4Life,,09 11 14 21 35,,,,2.0
2022-02-18,Cash4Life,,13 34 43 48 52,,,,2.0
2022-02-19,Cash4Life,,02 21 31 45 59,,,,1.0
2022-02-20,Cash4Life,,13 15 24 25 54,,,,2.0
2022-02-21,Cash4Life,,04 40 42 54 58,,,,3.0
2022-02-22,Cash4Life,,04 14 16 17 52,,,,4.0
2022-02-23,Cash4Life,,27 36 40 46 53,,,,3.0
2022-02-24,Cash4Life,,16 21 27 56 58,,,,2.0
2022-02-25,Cash4Life,,15 31 40 56 66,,,,4.0
2022-02-26,Cash4Life,,04 42 44 51 54,,,,4.0
2022-02-27,Cash4Life,,32 36 41 58 60,,,,4.0
2022-02-28,Cash4Life,,17 21 27 30 54,,,,2.0
2022-03-01,Cash4Life,,29 31 39 48 59,,,,1.0
2022-03-02,Cash4Life,,07 30 45 47 54,,,,3.0
2022-03-03,Cash4Life,,10 28 31 32 58,,,,4.0
2022-03-04,Cash4Life,,11 19 28 46 47,,,,5.0
2022-03-05,Cash4Life,,17 37 40 42 45,,,,2.0
2022-03-06,Cash4Life,,08 13 39 55 59,,,,3.0
2022-03-07,Cash4Life,,12 13 15 26 55,,,,1.0
2022-03-08,Cash4Life,,07 18 38 58 64,,,,24.0
2022-03-09,Cash4Life,,13 22 34 51 67,,,,10.0
2022-03-10,Cash4Life,,09 13 43 53 55,,,,2.0
2022-03-11,Cash4Life,,06 21 31 36 59,,,,1.0
2022-03-12,Cash4Life,,04 34 38 39 44,,,,2.0
2022-03-13,Cash4Life,,07 15 16 18 60,,,,1.0
2022-03-14,Cash4Life,,09 19 27 45 55,,,,4.0
2022-03-15,Cash4Life,,09 14 28 59 60,,,,24.0
2022-03-16,Cash4Life,,10 11 13 26 29,,,,4.0
2022-03-17,Cash4Life,,05 09 14 34 58,,,,3.0
2022-03-18,Cash4Life,,07 10 13 41 60,,,,1.0
2022-03-19,Cash4Life,Eve,3 19 3 25 4,1.0,,,
2022-03-20,Cash4Life,,05 06 12 26 40,,,,1.0
2022-03-21,Cash4Life,,01 15 26 63 65,,,,16.0
2022-03-22,Cash4Life,,08 15 21 27 61,,,,8.0
2022-03-23,Cash4Life,,12 21 25 46 50,,,,4.0
2022-03-24,Cash4Life,,35 46 47 49 56,,,,4.0
2022-03-25,Cash4Life,,03 13 42 51 58,,,,17.0
2022-03-26,Cash4Life,,03 15 38 42 48,,,,3.0
2022-03-27,Cash4Life,,12 18 26 42 58,,,,3.0
2022-03-28,Cash4Life,,08 17 24 44 48,,,,4.0
2022-03-29,Cash4Life,,07 22 36 45 47,,,,12.0
2022-03-30,Cash4Life,,03 07 21 31 37,,,,11.0
2022-03-31,Cash4Life,,01 02 27 29 30,,,,3.0
2022-04-01,Cash4Life,,26 42 47 48 63,,,,21.0
2022-04-02,Cash4Life,,03 14 16 33 52,,,,2.0
2022-04-03,Cash4Life,,03 07 14 26 39,,,,1.0
2022-04-04,Cash4Life,Eve,4 4 54 10 4,4.0,,,
2022-04-05,Cash4Life,,22 43 60 63 64,,,,18.0
2022-04-06,Cash4Life,Eve,3 23 4 6 54,4.0,,,
2022-04-07,Cash4Life,Eve,4 7 59 2 3,4.0,,,
2022-04-08,Cash4Life,,21 25 45 46 54,,,,2.0
2022-04-09,Cash4Life,,06 16 31 62 66,,,,18.0
2022-04-10,Cash4Life,,04 22 25 28 38,,,,2.0
2022-04-11,Cash4Life,,14 37 38 54 59,,,,2.0
2022-04-12,Cash4Life,Eve,4 12 44 1 1,4.0,,,
2022-04-13,Cash4Life,,02 04 34 38 60,,,,2.0
2022-04-14,Cash4Life,,15 16 26 27 46,,,,4.0
2022-04-15,Cash4Life,,28 34 44 53 56,,,,3.0
2022-04-16,Cash4Life,,03 13 28 42 59,,,,2.0
2022-04-17,Cash4Life,,14 27 40 57 59,,,,1.0
2022-04-18,Cash4Life,,08 33 55 59 62,,,,18.0
2022-04-19,Cash4Life,,02 08 16 37 45,,,,3.0
2022-04-20,Cash4Life,,20 30 45 55 56,,,,14.0
2022-04-21,Cash4Life,,10 11 22 25 29,,,,3.0
2022-04-22,Cash4Life,,14 23 24 26 39,,,,1.0
2022-04-23,Cash4Life,,10 39 47 49 56,,,,8.0
2022-04-24,Cash4Life,,07 14 33 46 48,,,,1.0
2022-04-25,Cash4Life,Eve,3 24 4 25 1,4.0,,,
2022-04-26,Cash4Life,Eve,4 26 4 26 5,1.0,,,
2022-04-27,Cash4Life,,11 36 61 62 68,,,,4.0
2022-04-28,Cash4Life,,15 23 46 55 57,,,,2.0
2022-04-29,Cash4Life,Eve,4 29 25 3 22,4.0,,,
2022-04-30,Cash4Life,,14 21 37 44 63,,,,1.0
2022-05-01,Cash4Life,,04 06 52 55 59,,,,4.0
2022-05-02,Cash4Life,,18 27 33 39 44,,,,8.0
2022-05-03,Cash4Life,,08 22 23 35 51,,,,3.0
2022-05-04,Cash4Life,,08 21 22 34 53,,,,4.0
2022-05-05,Cash4Life,,15 23 29 39 54,,,,2.0
2022-05-06,Cash4Life,,03 04 14 53 60,,,,4.0
2022-05-07,Cash4Life,,30 37 40 54 59,,,,2.0
2022-05-08,Cash4Life,,01 12 34 45 48,,,,3.0
2022-05-09,Cash4Life,,02 13 29 45 50,,,,2.0
2022-05-10,Cash4Life,,01 08 34 36 48,,,,1.0
2022-05-11,Cash4Life,,08 19 44 47 50,,,,1.0
2022-05-12,Cash4Life,,17 40 41 53 60,,,,2.0
2022-05-13,Cash4Life,,11 41 43 44 65,,,,13.0
2022-05-14,Cash4Life,,06 40 41 45 52,,,,9.0
2022-05-15,Cash4Life,,12 18 22 32 47,,,,3.0
2022-05-16,Cash4Life,,07 15 22 36 64,,,,13.0
2022-05-17,Cash4Life,,07 21 24 41 65,,,,24.0
2022-05-18,Cash4Life,,19 41 49 58 60,,,,3.0
2022-05-19,Cash4Life,,41 47 51 58 60,,,,3.0
2022-05-20,Cash4Life,,33 40 59 60 69,,,,22.0
2022-05-21,Cash4Life,,02 08 10 12 42,,,,3.0
2022-05-22,Cash4Life,,08 21 25 34 59,,,,1.0
