draw_date,session,winning_number
2023-11-12,Evening,7851
2023-11-12,Night,2209
2023-11-13,Midday,0188
2023-11-13,Evening,2814
2023-11-13,Night,1669
2023-11-14,Midday,4476
2023-11-14,Evening,2024
2023-11-14,Night,4544
2023-11-15,Midday,0121
2023-11-15,Evening,6175
2023-11-15,Night,1237
2023-11-16,Midday,7611
2023-11-16,Evening,0885
2023-11-16,Night,0447
2023-11-17,Midday,6465
2023-11-17,Evening,8971
2023-11-17,Night,7541
2023-11-18,Midday,9774
2023-11-18,Evening,8585
2023-11-18,Night,6972
2023-11-19,Midday,8495
2023-11-19,Evening,9403
2023-11-19,Night,6778
2023-11-20,Midday,9017
2023-11-20,Evening,7718
2023-11-20,Night,6664
2023-11-21,Midday,8742
2023-11-21,Evening,5570
2023-11-21,Night,6461
2023-11-22,Midday,9690
2023-11-22,Evening,9218
2023-11-22,Night,7260
2023-11-23,Midday,8960
2023-11-23,Evening,5719
2023-11-23,Night,0905
2023-11-24,Midday,9888
2023-11-24,Evening,4572
2023-11-24,Night,6775
2023-11-25,Midday,4611
2023-11-25,Evening,8083
2023-11-25,Night,5237
2023-11-26,Midday,0113
2023-11-26,Evening,8105
2023-11-26,Night,1177
2023-11-27,Midday,4804
2023-11-27,Evening,1337
2023-11-27,Night,5248
2023-11-28,Midday,9977
2023-11-28,Evening,4179
2023-11-29,Midday,1300
2023-11-29,Evening,9024
2023-11-29,Night,8999
2023-11-30,Midday,5047
2023-11-30,Evening,8248
2023-11-30,Night,1039
2023-12-01,Midday,3454
2023-12-01,Evening,2211
2023-12-01,Night,3585
2023-12-02,Midday,5007
2023-12-02,Evening,9116
2023-12-02,Night,6281
2023-12-03,Midday,9632
2023-12-03,Evening,0424
2023-12-03,Night,9361
2023-12-04,Midday,9462
2023-12-04,Evening,3072
2023-12-04,Night,2954
2023-12-05,Evening,4435
2023-12-05,Night,5535
2023-12-06,Midday,1957
2023-12-06,Evening,3135
2023-12-06,Night,0645
2023-12-07,Midday,7961
2023-12-07,Evening,4189
2023-12-07,Night,4943
2023-12-08,Midday,2519
2023-12-08,Evening,8355
2023-12-08,Night,6818
2023-12-09,Midday,5354
2023-12-09,Evening,3998
2023-12-09,Night,3676
2023-12-10,Midday,7398
2023-12-10,Evening,1877
2023-12-10,Night,3838
2023-12-11,Midday,8285
2023-12-11,Evening,6110
2023-12-11,Night,3057
2023-12-12,Midday,5700
2023-12-12,Evening,2735
2023-12-12,Night,2004
2023-12-13,Midday,9276
2023-12-13,Evening,7023
2023-12-13,Night,4191
2023-12-14,Midday,1117
2023-12-14,Evening,3851
2023-12-14,Night,7373
2023-12-15,Midday,4609
2023-12-15,Evening,6705
2023-12-15,Night,8370
2023-12-16,Midday,8412
2023-12-16,Evening,0200
2023-12-16,Night,7011
2023-12-17,Midday,0971
2023-12-17,Evening,9571
2023-12-17,Night,0074
2023-12-18,Midday,6020
2023-12-18,Evening,6802
2023-12-18,Night,4818
2023-12-19,Midday,2276
2023-12-19,Evening,8898
2023-12-19,Night,3748
2023-12-20,Midday,0889
2023-12-20,Evening,5489
2023-12-20,Night,1387
2023-12-21,Midday,5271
2023-12-21,Evening,4884
2023-12-21,Night,1064
2023-12-22,Midday,8174
2023-12-22,Evening,5184
2023-12-22,Night,9038
2023-12-23,Midday,2736
2023-12-23,Evening,6971
2023-12-23,Night,5056
2023-12-24,Midday,2829
2023-12-24,Evening,8142
2023-12-24,Night,1106
2023-12-25,Midday,3026
2023-12-25,Evening,9644
2023-12-25,Night,5596
2023-12-26,Midday,1259
2023-12-26,Evening,5420
2023-12-26,Night,9833
2023-12-27,Midday,0054
2023-12-27,Evening,1554
2023-12-27,Night,1350
2023-12-28,Midday,0858
2023-12-28,Evening,5893
2023-12-28,Night,8660
2023-12-29,Midday,4725
2023-12-29,Evening,5840
2023-12-29,Night,9236
2023-12-30,Midday,1446
2023-12-30,Evening,1726
2023-12-30,Night,6887
2023-12-31,Midday,5222
2023-12-31,Evening,4581
2023-12-31,Night,5971
2024-01-01,Midday,9104
2024-01-01,Evening,5865
2024-01-01,Night,5698
2024-01-02,Midday,7248
2024-01-02,Evening,2257
2024-01-02,Night,3744
2024-01-03,Midday,2611
2024-01-03,Evening,4717
2024-01-03,Night,0636
2024-01-04,Midday,6771
2024-01-04,Evening,0593
2024-01-04,Night,7227
2024-01-05,Midday,0348
2024-01-05,Evening,5700
2024-01-05,Night,3917
2024-01-06,Midday,3785
2024-01-06,Evening,2617
2024-01-06,Night,5823
2024-01-07,Midday,4022
2024-01-07,Evening,1089
2024-01-07,Night,3601
2024-01-08,Midday,7390
2024-01-08,Evening,1278
2024-01-08,Night,8696
2024-01-09,Midday,7286
2024-01-09,Evening,6958
2024-01-09,Night,2001
2024-01-10,Midday,8358
2024-01-10,Evening,6190
2024-01-10,Night,7633
2024-01-11,Midday,1259
2024-01-11,Evening,0124
2024-01-11,Night,0095
2024-01-12,Midday,4270
2024-01-12,Evening,3996
2024-01-12,Night,7956
2024-01-13,Midday,8428
2024-01-13,Evening,3655
2024-01-13,Night,1440
2024-01-14,Midday,5291
2024-01-14,Evening,7789
2024-01-14,Night,5872
2024-01-15,Midday,1985
2024-01-15,Evening,0694
2024-01-15,Night,4096
2024-01-16,Midday,8103
2024-01-16,Evening,0138
2024-01-16,Night,5300
2024-01-17,Midday,8493
2024-01-17,Evening,7722
2024-01-17,Night,8861
2024-01-18,Midday,9481
2024-01-18,Evening,7665
2024-01-18,Night,0229
2024-01-19,Midday,5495
2024-01-19,Evening,1551
2024-01-19,Night,1070
2024-01-20,Midday,2912
2024-01-20,Evening,6453
2024-01-20,Night,1095
2024-01-21,Midday,5667
2024-01-21,Evening,5813
2024-01-21,Night,3877
2024-01-22,Midday,0981
2024-01-22,Evening,5184
2024-01-22,Night,5303
2024-01-23,Midday,6287
2024-01-23,Evening,8283
2024-01-23,Night,5556
2024-01-24,Midday,8516
2024-01-24,Evening,8541
2024-01-24,Night,2883
2024-01-25,Midday,4237
2024-01-25,Evening,9604
2024-01-25,Night,3224
2024-01-26,Midday,3313
2024-01-26,Evening,4202
2024-01-26,Night,6447
2024-01-27,Midday,5063
2024-01-27,Evening,9806
2024-01-27,Night,2454
2024-01-28,Midday,2887
2024-01-28,Evening,5874
2024-01-28,Night,5706
2024-01-29,Midday,9696
2024-01-29,Evening,2297
2024-01-29,Night,8547
2024-01-30,Midday,5708
2024-01-30,Evening,0837
2024-01-30,Night,6093
2024-01-31,Midday,3254
2024-01-31,Evening,2565
2024-01-31,Night,9912
2024-02-01,Midday,7928
2024-02-01,Evening,2163
2024-02-01,Night,9449
2024-02-02,Midday,1858
2024-02-02,Evening,2165
2024-02-02,Night,8710
2024-02-03,Midday,8599
2024-02-03,Evening,6180
2024-02-03,Night,1247
2024-02-04,Midday,2277
2024-02-04,Evening,8654
2024-02-04,Night,1009
2024-02-05,Midday,5499
2024-02-05,Evening,1024
2024-02-05,Night,7135
2024-02-06,Midday,9066
2024-02-06,Evening,5405
2024-02-06,Night,0913
2024-02-07,Midday,6855
2024-02-07,Evening,0666
2024-02-07,Night,6185
2024-02-08,Midday,3366
2024-02-08,Evening,6336
2024-02-08,Night,0774
2024-02-09,Midday,2341
2024-02-09,Evening,4975
2024-02-09,Night,4643
2024-02-10,Midday,9533
2024-02-10,Evening,2559
2024-02-10,Night,3502
2024-02-11,Midday,6544
2024-02-11,Evening,9490
2024-02-11,Night,4956
2024-02-12,Midday,9975
2024-02-12,Evening,5826
2024-02-12,Night,0792
2024-02-13,Midday,2488
2024-02-13,Evening,3844
2024-02-13,Night,0295
2024-02-14,Midday,4278
2024-02-14,Evening,6551
2024-02-14,Night,5017
2024-02-15,Midday,7174
2024-02-15,Evening,2062
2024-02-15,Night,2836
2024-02-16,Midday,9681
2024-02-16,Evening,5269
2024-02-16,Night,0400
2024-02-17,Midday,0911
2024-02-17,Evening,0915
2024-02-17,Night,7212
2024-02-18,Midday,5466
2024-02-18,Evening,7073
2024-02-18,Night,1824
2024-02-19,Midday,1528
2024-02-19,Evening,4060
2024-02-19,Night,0814
2024-02-20,Midday,3808
2024-02-20,Evening,7593
2024-02-20,Night,9982
2024-02-21,Midday,9126
2024-02-21,Evening,2151
2024-02-21,Night,9754
2024-02-22,Midday,6919
2024-02-22,Evening,2851
2024-02-22,Night,2149
2024-02-23,Midday,2565
2024-02-23,Evening,7287
2024-02-23,Night,9365
2024-02-24,Midday,6861
2024-02-24,Evening,0340
2024-02-24,Night,4029
2024-02-25,Midday,9848
2024-02-25,Evening,3998
2024-02-25,Night,0986
2024-02-26,Midday,7786
2024-02-26,Evening,0681
2024-02-26,Night,8863
2024-02-27,Midday,6047
2024-02-27,Evening,5100
2024-02-27,Night,1878
2024-02-28,Midday,6767
2024-02-28,Evening,1165
2024-02-28,Night,3516
2024-02-29,Midday,3082
2024-02-29,Evening,7338
2024-02-29,Night,3093
2024-03-01,Midday,1374
2024-03-01,Evening,5569
2024-03-01,Night,4105
2024-03-02,Midday,2773
2024-03-02,Evening,2711
2024-03-02,Night,4419
2024-03-03,Midday,7293
2024-03-03,Evening,1074
2024-03-03,Night,7046
2024-03-04,Midday,5134
2024-03-04,Evening,8524
2024-03-04,Night,2174
2024-03-05,Midday,7093
2024-03-05,Evening,2889
2024-03-05,Night,1259
2024-03-06,Midday,6333
2024-03-06,Evening,7970
2024-03-06,Night,0917
2024-03-07,Midday,1877
2024-03-07,Evening,8174
2024-03-07,Night,1106
2024-03-08,Midday,3565
2024-03-08,Evening,9084
2024-03-08,Night,1032
2024-03-09,Midday,7808
2024-03-09,Evening,5710
2024-03-09,Night,9423
2024-03-10,Midday,0115
2024-03-10,Evening,0213
2024-03-10,Night,0763
2024-03-11,Midday,6028
2024-03-11,Evening,0450
2024-03-11,Night,0563
2024-03-12,Midday,0737
2024-03-12,Evening,5189
2024-03-12,Night,4732
2024-03-13,Midday,4042
2024-03-13,Evening,7894
2024-03-13,Night,5642
2024-03-14,Midday,2494
2024-03-14,Evening,3882
2024-03-14,Night,5981
2024-03-15,Midday,6521
2024-03-15,Evening,0824
2024-03-15,Night,9532
2024-03-16,Midday,5399
2024-03-16,Evening,2218
2024-03-16,Night,9107
2024-03-17,Midday,2180
2024-03-17,Evening,5922
2024-03-17,Night,2139
2024-03-18,Midday,3135
2024-03-18,Evening,3129
2024-03-18,Night,6463
2024-03-19,Midday,1999
2024-03-19,Evening,2852
2024-03-19,Night,9455
2024-03-20,Midday,1789
2024-03-20,Evening,5750
2024-03-20,Night,5789
2024-03-21,Midday,5130
2024-03-21,Evening,0431
2024-03-21,Night,7909
2024-03-22,Midday,7039
2024-03-22,Evening,3290
2024-03-22,Night,3618
2024-03-23,Midday,2434
2024-03-23,Evening,3363
2024-03-23,Night,1729
2024-03-24,Midday,4872
2024-03-24,Evening,3021
2024-03-24,Night,8611
2024-03-25,Midday,5567
2024-03-25,Evening,8413
2024-03-25,Night,1457
2024-03-26,Midday,4553
2024-03-26,Evening,9502
2024-03-26,Night,9425
2024-03-27,Midday,3667
2024-03-27,Evening,1283
2024-03-27,Night,1908
2024-03-28,Midday,0460
2024-03-28,Evening,0109
2024-03-28,Night,0912
2024-03-29,Midday,2773
2024-03-29,Evening,7775
2024-03-29,Night,2618
2024-03-30,Midday,2595
2024-03-30,Evening,1478
2024-03-30,Night,7827
2024-03-31,Midday,9510
2024-03-31,Evening,1032
2024-03-31,Night,4262
2024-04-01,Midday,7390
2024-04-01,Evening,7512
2024-04-01,Night,2713
2024-04-02,Midday,8340
2024-04-02,Evening,4817
2024-04-02,Night,6409
2024-04-03,Midday,4062
2024-04-03,Evening,6997
2024-04-03,Night,1004
2024-04-04,Midday,8349
2024-04-04,Evening,5591
2024-04-04,Night,4863
2024-04-05,Midday,1007
2024-04-05,Evening,3188
2024-04-05,Night,5151
2024-04-06,Midday,1401
2024-04-06,Evening,1548
2024-04-06,Night,9108
2024-04-07,Midday,5123
2024-04-07,Evening,8375
2024-04-07,Night,1830
2024-04-08,Midday,6286
2024-04-08,Evening,2717
2024-04-08,Night,1647
2024-04-09,Midday,2975
2024-04-09,Evening,9324
2024-04-09,Night,8196
2024-04-10,Midday,2525
2024-04-10,Evening,3624
2024-04-10,Night,3856
2024-04-11,Midday,9303
2024-04-11,Evening,4190
2024-04-11,Night,7097
2024-04-12,Midday,5700
2024-04-12,Evening,8759
2024-04-12,Night,6277
2024-04-13,Midday,3406
2024-04-13,Evening,7721
2024-04-13,Night,0764
2024-04-14,Midday,6881
2024-04-14,Evening,3681
2024-04-14,Night,4505
2024-04-15,Midday,0585
2024-04-15,Evening,5069
2024-04-15,Night,4026
2024-04-16,Midday,3271
2024-04-16,Evening,2265
2024-04-16,Night,1892
2024-04-17,Midday,9751
2024-04-17,Evening,1139
2024-04-17,Night,3430
2024-04-18,Midday,6400
2024-04-18,Evening,8823
2024-04-18,Night,5901
2024-04-19,Midday,5405
2024-04-19,Evening,5130
2024-04-19,Night,6275
2024-04-20,Midday,2189
2024-04-20,Evening,5324
2024-04-20,Night,3276
2024-04-21,Midday,2498
2024-04-21,Evening,4209
2024-04-21,Night,5375
2024-04-22,Midday,8400
2024-04-22,Evening,1609
2024-04-22,Night,9663
2024-04-23,Midday,2493
2024-04-23,Evening,2906
2024-04-23,Night,3993
2024-04-24,Midday,9587
2024-04-24,Evening,2718
2024-04-24,Night,9081
2024-04-25,Midday,0721
2024-04-25,Evening,5754
2024-04-25,Night,0863
2024-04-26,Midday,7132
2024-04-26,Evening,1579
2024-04-26,Night,9674
2024-04-27,Midday,7952
2024-04-27,Evening,2299
2024-04-27,Night,1894
2024-04-28,Midday,2225
2024-04-28,Evening,7476
2024-04-28,Night,8601
2024-04-29,Midday,9179
2024-04-29,Evening,2316
2024-04-29,Night,9184
2024-04-30,Midday,9867
2024-04-30,Evening,9979
2024-04-30,Night,1352
2024-05-01,Midday,5264
2024-05-01,Evening,1397
2024-05-01,Night,1617
2024-05-02,Midday,7785
2024-05-02,Evening,0073
2024-05-02,Night,8913
2024-05-03,Midday,8368
2024-05-03,Evening,4463
2024-05-03,Night,3406
2024-05-04,Midday,2104
2024-05-04,Evening,1651
2024-05-04,Night,1271
2024-05-05,Midday,9483
2024-05-05,Evening,2842
2024-05-05,Night,9034
2024-05-06,Midday,8317
2024-05-06,Evening,8380
2024-05-06,Night,8159
2024-05-07,Midday,1991
2024-05-07,Evening,9837
2024-05-07,Night,7624
2024-05-08,Midday,3925
2024-05-08,Evening,7113
2024-05-08,Night,3190
2024-05-09,Midday,8421
2024-05-09,Evening,8692
2024-05-09,Night,1110
2024-05-10,Midday,9507
2024-05-10,Evening,5634
2024-05-10,Night,6808
2024-05-11,Midday,4807
2024-05-11,Evening,4654
2024-05-11,Night,5212
2024-05-12,Midday,8663
2024-05-12,Evening,0595
2024-05-12,Night,6280
2024-05-13,Midday,3066
2024-05-13,Evening,2091
2024-05-13,Night,8066
2024-05-14,Midday,4158
2024-05-14,Evening,3194
2024-05-14,Night,2500
2024-05-15,Midday,7862
2024-05-15,Evening,5421
2024-05-15,Night,3987
2024-05-16,Midday,6589
2024-05-16,Evening,3584
2024-05-16,Night,2998
2024-05-17,Midday,1015
2024-05-17,Evening,8816
2024-05-17,Night,6301
2024-05-18,Midday,1275
2024-05-18,Evening,9531
2024-05-18,Night,6861
2024-05-19,Midday,8800
2024-05-19,Evening,0999
2024-05-19,Night,2040
2024-05-20,Midday,5838
2024-05-20,Evening,5064
2024-05-20,Night,1389
2024-05-21,Midday,6328
2024-05-21,Evening,8043
2024-05-21,Night,3712
2024-05-22,Midday,8938
2024-05-22,Evening,3527
2024-05-22,Night,9413
2024-05-23,Midday,8708
2024-05-23,Evening,5944
2024-05-23,Night,4285
2024-05-24,Midday,7030
2024-05-24,Evening,3315
2024-05-24,Night,7825
2024-05-25,Midday,7179
2024-05-25,Evening,1410
2024-05-25,Night,4183
2024-05-26,Midday,9461
2024-05-26,Evening,3616
2024-05-26,Night,1430
2024-05-27,Midday,7973
2024-05-27,Evening,2384
2024-05-27,Night,5814
2024-05-28,Midday,9640
2024-05-28,Evening,0676
2024-05-28,Night,2102
2024-05-29,Midday,8553
2024-05-29,Evening,6768
2024-05-29,Night,1756
2024-05-30,Midday,5005
2024-05-30,Evening,6507
2024-05-30,Night,0893
2024-05-31,Midday,2773
2024-05-31,Evening,2173
2024-05-31,Night,0695
2024-06-01,Midday,2085
2024-06-01,Evening,7597
2024-06-01,Night,0133
2024-06-02,Midday,0128
2024-06-02,Evening,4823
2024-06-02,Night,4249
2024-06-03,Midday,6985
2024-06-03,Evening,8359
2024-06-03,Night,8520
2024-06-04,Midday,1426
2024-06-04,Evening,9534
2024-06-04,Night,9022
2024-06-05,Midday,2034
2024-06-05,Evening,1036
2024-06-05,Night,9213
2024-06-06,Midday,0471
2024-06-06,Evening,0148
2024-06-06,Night,4926
2024-06-07,Midday,4318
2024-06-07,Evening,4583
2024-06-07,Night,5049
2024-06-08,Midday,9658
2024-06-08,Evening,7927
2024-06-08,Night,5767
2024-06-09,Midday,3812
2024-06-09,Evening,9352
2024-06-09,Night,7499
2024-06-10,Midday,3761
2024-06-10,Evening,3444
2024-06-10,Night,9195
2024-06-11,Midday,1678
2024-06-11,Evening,1455
2024-06-11,Night,3284
2024-06-12,Midday,4970
2024-06-12,Evening,0233
2024-06-12,Night,0039
2024-06-13,Midday,2459
2024-06-13,Evening,2153
2024-06-13,Night,7218
2024-06-14,Midday,0814
2024-06-14,Evening,1800
2024-06-14,Night,7594
2024-06-15,Midday,6028
2024-06-15,Evening,1642
2024-06-15,Night,4435
2024-06-16,Midday,9375
2024-06-16,Evening,4091
2024-06-16,Night,1387
2024-06-17,Midday,2575
2024-06-17,Evening,8218
2024-06-17,Night,5555
2024-06-18,Midday,9868
2024-06-18,Evening,0325
2024-06-18,Night,4648
2024-06-19,Midday,2531
2024-06-19,Evening,3377
2024-06-19,Night,3236
2024-06-20,Midday,9533
2024-06-20,Evening,5011
2024-06-20,Night,4225
2024-06-21,Midday,4854
2024-06-21,Evening,9477
2024-06-21,Night,5257
2024-06-22,Midday,2142
2024-06-22,Evening,4759
2024-06-22,Night,7251
2024-06-23,Midday,9108
2024-06-23,Evening,4341
2024-06-23,Night,2042
2024-06-24,Midday,2317
2024-06-24,Evening,0352
2024-06-24,Night,6011
2024-06-25,Midday,7862
2024-06-25,Evening,7868
2024-06-25,Night,7101
2024-06-26,Midday,9361
2024-06-26,Evening,3179
2024-06-26,Night,6534
2024-06-27,Midday,0908
2024-06-27,Evening,6187
2024-06-27,Night,5885
2024-06-28,Midday,4518
2024-06-28,Evening,7836
2024-06-28,Night,3632
2024-06-29,Midday,4197
2024-06-29,Evening,2397
2024-06-29,Night,8123
2024-06-30,Midday,9491
2024-06-30,Evening,0980
2024-06-30,Night,0972
2024-07-01,Midday,3199
2024-07-01,Evening,9383
2024-07-01,Night,6050
2024-07-02,Midday,4335
2024-07-02,Evening,7658
2024-07-02,Night,7098
2024-07-03,Midday,8683
2024-07-03,Evening,0428
2024-07-03,Night,3436
2024-07-04,Midday,9303
2024-07-04,Evening,3820
2024-07-04,Night,6047
2024-07-05,Midday,8328
2024-07-05,Evening,3679
2024-07-05,Night,4996
2024-07-06,Midday,5099
2024-07-06,Evening,5927
2024-07-06,Night,1060
2024-07-07,Midday,5426
2024-07-07,Evening,0371
2024-07-07,Night,0933
2024-07-08,Midday,3071
2024-07-08,Evening,2500
2024-07-08,Night,0917
2024-07-09,Midday,1267
2024-07-09,Evening,9664
2024-07-09,Night,9894
2024-07-10,Midday,4072
2024-07-10,Evening,3259
2024-07-10,Night,5093
2024-07-11,Midday,3885
2024-07-11,Evening,7680
2024-07-11,Night,7545
2024-07-12,Midday,5671
2024-07-12,Evening,6732
2024-07-12,Night,5525
2024-07-13,Midday,8333
2024-07-13,Evening,5317
2024-07-13,Night,8981
2024-07-14,Midday,4596
2024-07-14,Evening,4631
2024-07-14,Night,7718
2024-07-15,Midday,3357
2024-07-15,Evening,6368
2024-07-15,Night,3401
2024-07-16,Midday,3671
2024-07-16,Evening,9688
2024-07-16,Night,3108
2024-07-17,Midday,8498
2024-07-17,Evening,7949
2024-07-17,Night,5432
2024-07-18,Midday,9818
2024-07-18,Evening,6127
2024-07-18,Night,7960
2024-07-19,Midday,2313
2024-07-19,Evening,4089
2024-07-19,Night,1326
2024-07-20,Midday,5965
2024-07-20,Evening,0423
2024-07-20,Night,4519
2024-07-21,Midday,5517
2024-07-21,Evening,4879
2024-07-21,Night,8164
2024-07-22,Midday,7131
2024-07-22,Evening,5453
2024-07-22,Night,9886
2024-07-23,Midday,2420
2024-07-23,Evening,9945
2024-07-23,Night,6250
2024-07-24,Midday,1380
2024-07-24,Evening,2091
2024-07-24,Night,3064
2024-07-25,Midday,9119
2024-07-25,Evening,5229
2024-07-25,Night,4231
2024-07-26,Midday,7950
2024-07-26,Evening,9309
2024-07-26,Night,6038
2024-07-27,Midday,3677
2024-07-27,Evening,6329
2024-07-27,Night,6028
2024-07-28,Midday,2359
2024-07-28,Evening,1540
2024-07-28,Night,3899
2024-07-29,Midday,1248
2024-07-29,Evening,5783
2024-07-29,Night,9040
2024-07-30,Midday,4205
2024-07-30,Evening,6355
2024-07-30,Night,1676
2024-07-31,Midday,2470
2024-07-31,Evening,2618
2024-07-31,Night,2334
2024-08-01,Midday,3669
2024-08-01,Evening,0415
2024-08-01,Night,2002
2024-08-02,Midday,3177
2024-08-02,Evening,3795
2024-08-02,Night,5270
2024-08-03,Midday,3038
2024-08-03,Evening,2851
2024-08-03,Night,8943
2024-08-04,Midday,6097
2024-08-04,Evening,6349
2024-08-04,Night,2143
2024-08-05,Midday,0641
2024-08-05,Evening,3438
2024-08-05,Night,8194
2024-08-06,Midday,7617
2024-08-06,Evening,9363
2024-08-06,Night,9979
2024-08-07,Midday,5808
2024-08-07,Evening,8033
2024-08-07,Night,7907
2024-08-08,Midday,9219
2024-08-08,Evening,2077
2024-08-08,Night,1218
2024-08-09,Midday,0366
2024-08-09,Evening,3494
2024-08-09,Night,8890
2024-08-10,Midday,5863
2024-08-10,Evening,4701
2024-08-10,Night,6408
2024-08-11,Midday,2038
2024-08-11,Evening,2655
2024-08-11,Night,6505
2024-08-12,Midday,6526
2024-08-12,Evening,3848
2024-08-12,Night,8009
2024-08-13,Midday,7842
2024-08-13,Evening,5446
2024-08-13,Night,7338
2024-08-14,Midday,9065
2024-08-14,Evening,0920
2024-08-14,Night,8133
2024-08-15,Midday,8284
2024-08-15,Evening,2205
2024-08-15,Night,6142
2024-08-16,Midday,4742
2024-08-16,Evening,2508
2024-08-16,Night,9770
2024-08-17,Midday,7347
2024-08-17,Evening,7358
2024-08-17,Night,4329
2024-08-18,Midday,9029
2024-08-18,Evening,5329
2024-08-18,Night,2063
2024-08-19,Midday,7821
2024-08-19,Evening,7826
2024-08-19,Night,4628
2024-08-20,Midday,4925
2024-08-20,Evening,5448
2024-08-20,Night,3030
2024-08-21,Midday,4048
2024-08-21,Evening,3706
2024-08-21,Night,4458
2024-08-22,Midday,6149
2024-08-22,Evening,2258
2024-08-22,Night,5300
2024-08-23,Midday,1894
2024-08-23,Evening,9332
2024-08-23,Night,5771
2024-08-24,Midday,7640
2024-08-24,Evening,6775
2024-08-24,Night,4451
2024-08-25,Midday,1893
2024-08-25,Evening,5049
2024-08-25,Night,9672
2024-08-26,Midday,6455
2024-08-26,Evening,3860
2024-08-26,Night,7489
2024-08-27,Midday,8684
2024-08-27,Evening,9923
2024-08-27,Night,5002
2024-08-28,Midday,8678
2024-08-28,Evening,6276
2024-08-28,Night,1867
2024-08-29,Midday,4053
2024-08-29,Evening,6689
2024-08-29,Night,6074
2024-08-30,Midday,9447
2024-08-30,Evening,9751
2024-08-30,Night,7392
2024-08-31,Midday,5663
2024-08-31,Evening,5681
2024-08-31,Night,9275
2024-09-01,Midday,4153
2024-09-01,Evening,5829
2024-09-01,Night,3156
2024-09-02,Midday,7244
2024-09-02,Evening,3618
2024-09-02,Night,5201
2024-09-03,Midday,6159
2024-09-03,Evening,8887
2024-09-03,Night,0179
2024-09-04,Midday,5237
2024-09-04,Evening,3154
2024-09-04,Night,9196
2024-09-05,Midday,9601
2024-09-05,Evening,4113
2024-09-05,Night,1396
2024-09-06,Midday,7541
2024-09-06,Evening,7773
2024-09-06,Night,3130
2024-09-07,Midday,6924
2024-09-07,Evening,3324
2024-09-07,Night,8022
2024-09-08,Midday,6082
2024-09-08,Evening,4777
2024-09-08,Night,2128
2024-09-09,Midday,2015
2024-09-09,Evening,6360
2024-09-09,Night,2598
2024-09-10,Midday,1103
2024-09-10,Evening,4712
2024-09-10,Night,3047
2024-09-11,Midday,6784
2024-09-11,Evening,5228
2024-09-11,Night,3995
2024-09-12,Midday,2379
2024-09-12,Evening,8768
2024-09-12,Night,9290
2024-09-13,Midday,0814
2024-09-13,Evening,6108
2024-09-13,Night,3035
2024-09-14,Midday,9333
2024-09-14,Evening,4953
2024-09-14,Night,8095
2024-09-15,Midday,1273
2024-09-15,Evening,3150
2024-09-15,Night,4664
2024-09-16,Midday,4703
2024-09-16,Evening,5281
2024-09-16,Night,0756
2024-09-17,Midday,2418
2024-09-17,Evening,1598
2024-09-17,Night,2527
2024-09-18,Midday,7113
2024-09-18,Evening,0503
2024-09-18,Night,0767
2024-09-19,Midday,2524
2024-09-19,Evening,4582
2024-09-19,Night,5975
2024-09-20,Midday,5067
2024-09-20,Evening,3406
2024-09-20,Night,2473
2024-09-21,Midday,7115
2024-09-21,Evening,3138
2024-09-21,Night,4489
2024-09-22,Midday,0241
2024-09-22,Evening,1681
2024-09-22,Night,7076
2024-09-23,Midday,5627
2024-09-23,Evening,6148
2024-09-23,Night,6001
2024-09-24,Midday,9414
2024-09-24,Evening,9108
2024-09-24,Night,2198
2024-09-25,Midday,2335
2024-09-25,Evening,7036
2024-09-25,Night,9389
2024-09-26,Midday,1335
2024-09-26,Evening,6290
2024-09-26,Night,2517
2024-09-27,Midday,7491
2024-09-27,Evening,4861
2024-09-27,Night,0805
2024-09-28,Midday,1460
2024-09-28,Evening,5326
2024-09-28,Night,9726
2024-09-29,Midday,9145
2024-09-29,Evening,2929
2024-09-29,Night,3868
2024-09-30,Midday,3440
2024-09-30,Evening,1908
2024-09-30,Night,4743
2024-10-01,Midday,9183
2024-10-01,Evening,8293
2024-10-01,Night,0087
2024-10-02,Midday,3068
2024-10-02,Evening,5560
2024-10-02,Night,1924
2024-10-03,Midday,7783
2024-10-03,Evening,5229
2024-10-03,Night,8688
2024-10-04,Midday,8444
2024-10-04,Evening,0525
2024-10-04,Night,2704
2024-10-05,Midday,7604
2024-10-05,Evening,1280
2024-10-05,Night,3048
2024-10-06,Midday,5737
2024-10-06,Evening,3326
2024-10-06,Night,3434
2024-10-07,Midday,8385
2024-10-07,Evening,1238
2024-10-07,Night,9499
2024-10-08,Midday,0924
2024-10-08,Evening,1774
2024-10-08,Night,1317
2024-10-09,Midday,0246
2024-10-09,Evening,2611
2024-10-09,Night,5580
2024-10-10,Midday,5054
2024-10-10,Evening,5528
2024-10-10,Night,8207
2024-10-11,Midday,2686
2024-10-11,Evening,2665
2024-10-11,Night,1116
2024-10-12,Midday,1821
2024-10-12,Evening,1898
2024-10-12,Night,2351
2024-10-13,Midday,0611
2024-10-13,Evening,2403
2024-10-13,Night,8614
2024-10-14,Midday,2671
2024-10-14,Evening,6205
2024-10-14,Night,9328
2024-10-15,Midday,9714
2024-10-15,Evening,9985
2024-10-15,Night,0964
2024-10-16,Midday,2967
2024-10-16,Evening,6805
2024-10-16,Night,1927
2024-10-17,Midday,9759
2024-10-17,Evening,3226
2024-10-17,Night,3356
2024-10-18,Midday,2189
2024-10-18,Evening,4124
2024-10-18,Night,9556
